ticket_id,user_id,plan_type,is_churned,channel,status,sentiment,primary_label,secondary_label,tertiary_label,ticket_body,created_at
TKT-EFA6EEB5,USR-00031,Basic,False,Email,Resolved,Frustrated,Onboarding,Integration Help,Toast Integration,Can someone walk me through how to set up my first email campaign?,2025-10-21
TKT-C8E2C732,USR-00178,Standard,False,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Integration Error,Ordering just stopped working on my site with no warning.,2025-12-20
TKT-21FBA31D,USR-00045,Basic,True,Email,In Progress,Positive,Onboarding,Setup Confusion,Domain Setup,My site still isn't published after completing setup. What's missing?,2026-01-31
TKT-02F3BF8F,USR-00016,Basic,False,Email,Resolved,Neutral,Product / Feature,Feature Not Working,Notifications,I'm not receiving any notifications when new orders come in.,2026-03-09
TKT-927D749A,USR-00120,Premium,False,Phone,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,Email Campaign,The email campaign I scheduled yesterday never went out.,2025-09-15
TKT-3451FF94,USR-00134,Premium,False,Email,Resolved,Angry,Billing,Invoice Question,Annual Billing,My payment failed again even though I updated my card.,2026-01-28
TKT-49CFA866,USR-00099,Premium,True,Email,Resolved,Angry,Marketing / SEO,SEO Performance,Ranking Drop,The email campaign I scheduled yesterday never went out.,2026-01-08
TKT-A5BEC3DF,USR-00111,Basic,False,Phone,In Progress,Angry,Billing,Refund Request,Cancellation Refund,I signed up for the annual plan but I'm still being billed monthly.,2026-01-16
TKT-90070725,USR-00158,Premium,False,Chat,In Progress,Neutral,Account Access,Account Locked,Suspicious Activity,I'm getting an error when trying to add a new team member.,2026-01-12
TKT-6FD85FF4,USR-00110,Premium,False,Chat,Open,Positive,Product / Feature,Performance Issue,Timeout Error,"Everything is really slow today, pages take forever to load.",2026-01-17
TKT-E65C7081,USR-00072,Premium,True,Chat,Resolved,Neutral,Account Access,Login Issue,SSO Failure,I can't log in. It says my password is wrong but I just reset it.,2025-10-28
TKT-0BD8178E,USR-00153,Standard,True,Chat,Open,Frustrated,Marketing / SEO,SEO Performance,Ranking Drop,My website hasn't updated since I made changes two days ago.,2025-11-10
TKT-9A210B5A,USR-00141,Standard,True,Chat,Resolved,Frustrated,Product / Feature,Integration Issue,Payment Gateway,My Square integration stopped syncing orders since the update.,2025-09-24
TKT-DC9474A3,USR-00135,Standard,False,Chat,Resolved,Frustrated,Online Ordering,Ordering Disabled,Integration Error,The checkout page keeps throwing an error on mobile devices.,2026-02-28
TKT-1938786E,USR-00067,Premium,False,Email,In Progress,Neutral,Product / Feature,Feature Not Working,Dashboard,I'm not receiving any notifications when new orders come in.,2026-01-11
TKT-3FE2D6CF,USR-00051,Standard,False,Chat,Escalated,Frustrated,Billing,Invoice Question,Tax Documentation,I was charged twice this month and need a refund right away.,2025-12-19
TKT-816B6510,USR-00033,Basic,True,Chat,Resolved,Angry,Marketing / SEO,SEO Performance,Review Response,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-03-09
TKT-625120FA,USR-00184,Premium,False,Phone,In Progress,Frustrated,Account Access,Permissions Error,Read-Only Mode,My account got locked and I don't know why.,2026-02-13
TKT-FA2CFCC1,USR-00171,Premium,True,Phone,Resolved,Frustrated,Online Ordering,Page Not Loading,Checkout Flow,"My online ordering page is completely broken, customers can't place orders.",2026-03-08
TKT-FB294758,USR-00132,Basic,False,Email,Resolved,Neutral,Online Ordering,Order Not Received,POS Sync,"My online ordering page is completely broken, customers can't place orders.",2025-12-21
TKT-5B169F19,USR-00160,Standard,False,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Account Suspension,I updated my menu yesterday but the changes aren't showing up on my site.,2026-01-31
TKT-6A1BFAC1,USR-00108,Standard,True,Chat,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,Address Incorrect,My business hours on Google are still showing the old times.,2025-12-07
TKT-4FDE14A4,USR-00107,Standard,True,Phone,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Domain Issue,My business hours on Google are still showing the old times.,2025-09-25
TKT-8C309C71,USR-00153,Standard,True,Email,Resolved,Neutral,Account Access,Account Setup,New User Invite,My account got locked and I don't know why.,2025-12-15
TKT-650BC09E,USR-00162,Standard,False,Chat,Resolved,Frustrated,Online Ordering,Ordering Disabled,Setup Incomplete,A customer said they placed an order but I never received it in my POS.,2026-03-08
TKT-DFE0D55E,USR-00145,Premium,False,Phone,Resolved,Frustrated,Product / Feature,Performance Issue,Data Lag,I'm not receiving any notifications when new orders come in.,2025-11-14
TKT-2C714D3B,USR-00056,Basic,True,Email,In Progress,Neutral,Account Access,Account Locked,Billing Hold,I'm getting an error when trying to add a new team member.,2025-11-09
TKT-CEC60A82,USR-00115,Basic,False,Phone,Resolved,Frustrated,Account Access,Permissions Error,Read-Only Mode,My account got locked and I don't know why.,2026-02-15
TKT-2EAEA8A2,USR-00005,Standard,False,Phone,In Progress,Frustrated,Onboarding,Setup Confusion,Menu Import,Can someone walk me through how to set up my first email campaign?,2025-12-24
TKT-7F08E9CA,USR-00108,Standard,True,Email,In Progress,Positive,Onboarding,Setup Confusion,POS Connection,Can someone walk me through how to set up my first email campaign?,2025-11-09
TKT-A2426353,USR-00032,Basic,True,Chat,Resolved,Angry,Billing,Invoice Question,Tax Documentation,Can you send me an invoice for my records? I can't find it in the portal.,2025-11-03
TKT-E7B1D5E3,USR-00097,Basic,False,Phone,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,GMB Sync,My ranking on Google dropped significantly this month. What happened?,2025-10-08
TKT-AF452080,USR-00024,Standard,False,Chat,Resolved,Angry,Product / Feature,Feature Request,API Access,I'm not receiving any notifications when new orders come in.,2025-10-23
TKT-7081C2B1,USR-00012,Premium,False,Chat,Open,Neutral,Marketing / SEO,Website Not Updating,Domain Issue,My ranking on Google dropped significantly this month. What happened?,2025-09-25
TKT-1E8D9807,USR-00078,Basic,False,Email,In Progress,Frustrated,Marketing / SEO,SEO Performance,Review Response,My business hours on Google are still showing the old times.,2025-12-07
TKT-7E22B938,USR-00043,Standard,False,Email,In Progress,Positive,Marketing / SEO,Campaign Not Running,Email Campaign,My website hasn't updated since I made changes two days ago.,2025-11-03
TKT-3600873D,USR-00050,Standard,False,Email,In Progress,Neutral,Marketing / SEO,Website Not Updating,Domain Issue,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-09-17
TKT-A99D2E82,USR-00145,Premium,False,Chat,Resolved,Angry,Account Access,Permissions Error,Read-Only Mode,I'm getting an error when trying to add a new team member.,2026-01-11
TKT-E52CFFC9,USR-00047,Premium,False,Email,Resolved,Neutral,Onboarding,Setup Confusion,Domain Setup,Can someone walk me through how to set up my first email campaign?,2026-01-14
TKT-EDA8BEC7,USR-00117,Basic,False,Email,Resolved,Neutral,Product / Feature,Feature Not Working,Notifications,"Everything is really slow today, pages take forever to load.",2025-11-18
TKT-CCC41CB8,USR-00133,Standard,False,Phone,Resolved,Neutral,Billing,Invoice Question,Monthly Summary,There's an unexpected charge on my account from last week.,2025-12-23
TKT-864B613A,USR-00195,Basic,False,Phone,Escalated,Frustrated,Onboarding,Integration Help,Toast Integration,I need help getting my custom domain pointed to my Owner site.,2025-12-18
TKT-649D7A98,USR-00175,Basic,False,Chat,Open,Neutral,Onboarding,Training Request,Campaign Setup,I'm trying to connect my POS but I keep getting an error during setup.,2026-02-21
TKT-9FDA2D93,USR-00025,Basic,False,Chat,In Progress,Frustrated,Account Access,Account Setup,Profile Incomplete,I can't log in. It says my password is wrong but I just reset it.,2026-01-14
TKT-7C91BCA6,USR-00101,Standard,False,Chat,In Progress,Angry,Product / Feature,Feature Request,API Access,I've been asking for multi-location support for months. Any update?,2025-12-29
TKT-60B9EE4E,USR-00064,Standard,False,Email,Resolved,Positive,Marketing / SEO,SEO Performance,Review Response,My business hours on Google are still showing the old times.,2025-12-05
TKT-8A10879A,USR-00106,Standard,False,Email,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Content Change,My ranking on Google dropped significantly this month. What happened?,2025-10-07
TKT-EA6EEF17,USR-00179,Basic,True,Chat,Resolved,Neutral,Online Ordering,Page Not Loading,Menu Display,A customer said they placed an order but I never received it in my POS.,2026-01-09
TKT-1C0D3677,USR-00151,Basic,False,Phone,Resolved,Neutral,Online Ordering,Page Not Loading,Menu Display,The checkout page keeps throwing an error on mobile devices.,2026-01-11
TKT-3E0AA6D6,USR-00082,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Order Not Received,Third-Party Integration,Ordering just stopped working on my site with no warning.,2025-12-17
TKT-B3D27033,USR-00170,Premium,False,Chat,Open,Neutral,Onboarding,Go-Live Issue,Listing Not Live,I'm trying to connect my POS but I keep getting an error during setup.,2025-09-28
TKT-3C373576,USR-00122,Standard,True,Chat,Resolved,Angry,Online Ordering,Order Not Received,Third-Party Integration,The checkout page keeps throwing an error on mobile devices.,2025-11-09
TKT-E0843D99,USR-00091,Premium,False,Chat,Resolved,Neutral,Product / Feature,Performance Issue,Timeout Error,I'm not receiving any notifications when new orders come in.,2025-09-13
TKT-C67F7CC1,USR-00046,Premium,False,Email,Resolved,Angry,Online Ordering,Ordering Disabled,Account Suspension,"My online ordering page is completely broken, customers can't place orders.",2025-12-04
TKT-44360342,USR-00078,Basic,False,Chat,Resolved,Frustrated,Onboarding,Training Request,Campaign Setup,I'm trying to connect my POS but I keep getting an error during setup.,2026-01-12
TKT-984CFA58,USR-00033,Basic,True,Phone,Open,Angry,Product / Feature,Performance Issue,Data Lag,My Square integration stopped syncing orders since the update.,2026-02-15
TKT-B67C62A7,USR-00023,Standard,False,Email,Resolved,Angry,Account Access,Account Locked,Too Many Attempts,I'm getting an error when trying to add a new team member.,2025-12-07
TKT-FDBA4992,USR-00044,Premium,True,Email,Resolved,Neutral,Online Ordering,Menu Not Updating,Item Availability,Ordering just stopped working on my site with no warning.,2026-01-09
TKT-7C6EB4A9,USR-00038,Premium,False,Email,In Progress,Angry,Billing,Invoice Question,Monthly Summary,Can you send me an invoice for my records? I can't find it in the portal.,2026-02-23
TKT-86F8E2D4,USR-00013,Standard,False,Chat,Resolved,Neutral,Account Access,Account Setup,Profile Incomplete,I can't log in. It says my password is wrong but I just reset it.,2026-02-26
TKT-58A10CE3,USR-00141,Standard,True,Email,Open,Angry,Online Ordering,Page Not Loading,Checkout Flow,"My online ordering page is completely broken, customers can't place orders.",2025-10-09
TKT-CB1399C6,USR-00183,Standard,False,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Content Change,My business hours on Google are still showing the old times.,2025-10-22
TKT-B14250CF,USR-00089,Premium,False,Chat,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Image Upload,My website hasn't updated since I made changes two days ago.,2026-02-14
TKT-C3E1F4DA,USR-00001,Standard,True,Phone,Open,Frustrated,Online Ordering,Menu Not Updating,Category Order,"My online ordering page is completely broken, customers can't place orders.",2025-11-21
TKT-1C5A86F3,USR-00086,Premium,False,Chat,Open,Angry,Billing,Duplicate Charge,Promo Code Applied,I was charged twice this month and need a refund right away.,2025-09-29
TKT-AECE56A1,USR-00051,Standard,False,Phone,Escalated,Frustrated,Billing,Refund Request,Cancellation Refund,There's an unexpected charge on my account from last week.,2026-02-15
TKT-A92D5528,USR-00061,Premium,True,Chat,Resolved,Frustrated,Account Access,Account Locked,Too Many Attempts,I can't log in. It says my password is wrong but I just reset it.,2026-01-24
TKT-602FA6B9,USR-00133,Standard,False,Chat,Resolved,Angry,Product / Feature,Feature Not Working,Dashboard,I've been asking for multi-location support for months. Any update?,2025-10-15
TKT-A22C40F2,USR-00199,Standard,False,Phone,Resolved,Angry,Billing,Duplicate Charge,Subscription Upgrade Flow,There's an unexpected charge on my account from last week.,2025-11-29
TKT-3B264D87,USR-00079,Standard,False,Email,Resolved,Angry,Onboarding,Integration Help,Square Integration,Can someone walk me through how to set up my first email campaign?,2025-10-25
TKT-B0FCDC4D,USR-00012,Premium,False,Phone,In Progress,Frustrated,Marketing / SEO,SEO Performance,Ranking Drop,The email campaign I scheduled yesterday never went out.,2025-09-23
TKT-0EEEF8DB,USR-00117,Basic,False,Email,Resolved,Angry,Account Access,Permissions Error,Staff Access,The two-factor authentication code isn't being sent to my phone.,2025-09-21
TKT-9902996D,USR-00019,Basic,True,Phone,Resolved,Neutral,Billing,Invoice Question,Annual Billing,There's an unexpected charge on my account from last week.,2025-11-27
TKT-27B7363C,USR-00116,Basic,True,Chat,Resolved,Frustrated,Online Ordering,Menu Not Updating,Item Availability,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-23
TKT-C762CC37,USR-00089,Premium,False,Phone,Escalated,Frustrated,Billing,Refund Request,Overcharge Refund,I signed up for the annual plan but I'm still being billed monthly.,2025-11-19
TKT-FA0EA521,USR-00090,Basic,False,Email,Resolved,Neutral,Product / Feature,Feature Not Working,Dashboard,The reporting dashboard isn't loading for me at all.,2025-12-16
TKT-7ADA1349,USR-00180,Basic,True,Email,In Progress,Frustrated,Billing,Refund Request,Overcharge Refund,I was charged twice this month and need a refund right away.,2026-01-04
TKT-D6E22F3D,USR-00042,Basic,True,Email,Resolved,Angry,Onboarding,Training Request,Dashboard Walkthrough,My site still isn't published after completing setup. What's missing?,2026-01-11
TKT-DE7CD570,USR-00026,Standard,True,Phone,Escalated,Frustrated,Online Ordering,Menu Not Updating,Item Availability,The checkout page keeps throwing an error on mobile devices.,2025-10-26
TKT-09CB9457,USR-00126,Standard,False,Phone,Resolved,Frustrated,Online Ordering,Order Not Received,Notification Failure,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-28
TKT-F16296CD,USR-00066,Standard,False,Email,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Content Change,My website hasn't updated since I made changes two days ago.,2026-03-03
TKT-C58386E0,USR-00062,Standard,False,Phone,Resolved,Angry,Marketing / SEO,Google Listing Issue,Address Incorrect,The email campaign I scheduled yesterday never went out.,2025-12-01
TKT-A685562C,USR-00047,Premium,False,Chat,Resolved,Positive,Account Access,Login Issue,2FA Problem,My account got locked and I don't know why.,2025-12-20
TKT-6708625A,USR-00065,Basic,False,Chat,Resolved,Neutral,Onboarding,Training Request,Campaign Setup,I'm trying to connect my POS but I keep getting an error during setup.,2026-01-28
TKT-B93D0315,USR-00177,Premium,False,Phone,Escalated,Angry,Marketing / SEO,SEO Performance,Review Response,The email campaign I scheduled yesterday never went out.,2025-10-20
TKT-F28EE99D,USR-00099,Premium,True,Email,Resolved,Frustrated,Online Ordering,Order Not Received,POS Sync,Ordering just stopped working on my site with no warning.,2026-01-16
TKT-BF36B435,USR-00158,Premium,False,Phone,In Progress,Positive,Onboarding,Go-Live Issue,Ordering Not Active,How do I import my existing menu? I can't figure out the format.,2025-11-07
TKT-678E5A98,USR-00007,Basic,True,Email,Resolved,Angry,Billing,Invoice Question,Monthly Summary,There's an unexpected charge on my account from last week.,2025-10-20
TKT-20F73263,USR-00194,Basic,True,Chat,Escalated,Frustrated,Onboarding,Integration Help,Toast Integration,I need help getting my custom domain pointed to my Owner site.,2025-10-06
TKT-E932EC1F,USR-00075,Standard,False,Chat,In Progress,Neutral,Billing,Failed Payment,Bank Decline,My payment failed again even though I updated my card.,2025-11-09
TKT-3FAC37D3,USR-00139,Basic,False,Chat,In Progress,Angry,Account Access,Login Issue,Password Reset,I can't log in. It says my password is wrong but I just reset it.,2026-01-17
TKT-57A0805E,USR-00030,Standard,False,Email,Resolved,Neutral,Onboarding,Integration Help,Toast Integration,I'm trying to connect my POS but I keep getting an error during setup.,2026-01-28
TKT-6D4E600A,USR-00152,Basic,False,Phone,Open,Neutral,Onboarding,Integration Help,Toast Integration,My site still isn't published after completing setup. What's missing?,2026-01-24
TKT-5C83CF66,USR-00093,Premium,True,Chat,In Progress,Frustrated,Marketing / SEO,Google Listing Issue,GMB Sync,My website hasn't updated since I made changes two days ago.,2025-10-04
TKT-FF717EE7,USR-00085,Basic,True,Phone,Resolved,Angry,Product / Feature,Performance Issue,Timeout Error,My Square integration stopped syncing orders since the update.,2025-11-12
TKT-383ABA69,USR-00073,Standard,False,Phone,Resolved,Frustrated,Onboarding,Integration Help,Clover Integration,I need help getting my custom domain pointed to my Owner site.,2025-12-03
TKT-2A834DCB,USR-00130,Basic,False,Phone,Escalated,Positive,Marketing / SEO,Campaign Not Running,Ad Integration,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-12-04
TKT-8F6304DC,USR-00179,Basic,True,Email,Escalated,Positive,Account Access,Account Setup,New User Invite,My account got locked and I don't know why.,2026-03-04
TKT-7A466433,USR-00013,Standard,False,Chat,Resolved,Neutral,Billing,Refund Request,Cancellation Refund,Can you send me an invoice for my records? I can't find it in the portal.,2025-11-20
TKT-4A1BB324,USR-00029,Premium,True,Email,Resolved,Angry,Account Access,Account Setup,Timezone Setting,The two-factor authentication code isn't being sent to my phone.,2025-12-02
TKT-B36FF47F,USR-00166,Basic,False,Chat,Resolved,Frustrated,Marketing / SEO,SEO Performance,Keyword Targeting,The email campaign I scheduled yesterday never went out.,2025-10-18
TKT-212B7177,USR-00054,Premium,False,Email,In Progress,Frustrated,Onboarding,Go-Live Issue,Site Not Published,Can someone walk me through how to set up my first email campaign?,2025-12-03
TKT-71C39A38,USR-00188,Premium,False,Email,Resolved,Angry,Marketing / SEO,SEO Performance,Review Response,The email campaign I scheduled yesterday never went out.,2026-01-10
TKT-FD78445E,USR-00069,Basic,True,Phone,Resolved,Frustrated,Onboarding,Training Request,Reporting Tutorial,I need help getting my custom domain pointed to my Owner site.,2025-12-18
TKT-6BF106D6,USR-00174,Basic,True,Email,Open,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My business hours on Google are still showing the old times.,2025-12-12
TKT-3EDF11ED,USR-00188,Premium,False,Email,Open,Frustrated,Account Access,Permissions Error,Staff Access,I can't log in. It says my password is wrong but I just reset it.,2025-12-06
TKT-E55B9FE7,USR-00168,Standard,False,Email,Resolved,Frustrated,Billing,Failed Payment,Bank Decline,I signed up for the annual plan but I'm still being billed monthly.,2025-10-28
TKT-AD150593,USR-00099,Premium,True,Phone,Resolved,Frustrated,Online Ordering,Page Not Loading,Mobile Browser,A customer said they placed an order but I never received it in my POS.,2025-12-17
TKT-D3808FA4,USR-00169,Basic,False,Email,Resolved,Frustrated,Billing,Duplicate Charge,Promo Code Applied,Can you send me an invoice for my records? I can't find it in the portal.,2026-01-03
TKT-0C205C08,USR-00187,Premium,False,Phone,Open,Angry,Product / Feature,Integration Issue,POS Integration,The reporting dashboard isn't loading for me at all.,2026-02-03
TKT-1EB82A63,USR-00174,Basic,True,Phone,Resolved,Frustrated,Account Access,Permissions Error,Admin Role,My account got locked and I don't know why.,2025-11-15
TKT-87F940B7,USR-00041,Standard,False,Phone,Resolved,Frustrated,Online Ordering,Order Not Received,Third-Party Integration,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-22
TKT-74443CC4,USR-00137,Basic,True,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Content Change,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-27
TKT-64455CCC,USR-00065,Basic,False,Phone,Open,Neutral,Onboarding,Integration Help,Toast Integration,Can someone walk me through how to set up my first email campaign?,2026-01-02
TKT-0CFD5D26,USR-00142,Standard,False,Phone,Resolved,Positive,Online Ordering,Ordering Disabled,Setup Incomplete,Ordering just stopped working on my site with no warning.,2026-02-04
TKT-9067BBAB,USR-00111,Basic,False,Chat,Resolved,Angry,Billing,Failed Payment,Bank Decline,I signed up for the annual plan but I'm still being billed monthly.,2026-02-16
TKT-618104B4,USR-00131,Basic,True,Phone,Resolved,Frustrated,Account Access,Permissions Error,Admin Role,My staff member can't access the dashboard even though I invited them.,2025-09-19
TKT-42ABBD2A,USR-00103,Standard,True,Chat,Open,Angry,Billing,Refund Request,Cancellation Refund,I signed up for the annual plan but I'm still being billed monthly.,2025-12-01
TKT-D4EE5FFC,USR-00090,Basic,False,Chat,Resolved,Neutral,Marketing / SEO,Google Listing Issue,GMB Sync,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-29
TKT-FCD53560,USR-00199,Standard,False,Chat,Resolved,Angry,Online Ordering,Order Not Received,Notification Failure,The checkout page keeps throwing an error on mobile devices.,2025-11-21
TKT-4FAFDC0A,USR-00193,Premium,False,Email,Resolved,Positive,Onboarding,Setup Confusion,Domain Setup,I need help getting my custom domain pointed to my Owner site.,2025-10-02
TKT-CE760E9C,USR-00108,Standard,True,Email,Resolved,Angry,Online Ordering,Page Not Loading,Checkout Flow,"My online ordering page is completely broken, customers can't place orders.",2025-10-05
TKT-26E604A0,USR-00163,Premium,False,Email,Resolved,Neutral,Account Access,Permissions Error,Staff Access,My staff member can't access the dashboard even though I invited them.,2025-11-26
TKT-D1C86DF9,USR-00020,Basic,False,Email,Escalated,Frustrated,Onboarding,Go-Live Issue,Listing Not Live,I need help getting my custom domain pointed to my Owner site.,2025-10-24
TKT-5D098E73,USR-00055,Basic,False,Phone,Open,Angry,Account Access,Login Issue,2FA Problem,My account got locked and I don't know why.,2025-12-03
TKT-E34BA191,USR-00046,Premium,False,Phone,Resolved,Angry,Account Access,Account Setup,New User Invite,I can't log in. It says my password is wrong but I just reset it.,2025-10-19
TKT-2680B3E9,USR-00161,Standard,False,Chat,In Progress,Neutral,Billing,Failed Payment,Insufficient Funds,My payment failed again even though I updated my card.,2025-09-19
TKT-79F09428,USR-00154,Basic,True,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Account Suspension,I updated my menu yesterday but the changes aren't showing up on my site.,2025-11-18
TKT-7E0BC2CC,USR-00075,Standard,False,Email,Resolved,Angry,Billing,Failed Payment,Credit Card Expired,There's an unexpected charge on my account from last week.,2025-11-08
TKT-0CA5F9A7,USR-00183,Standard,False,Email,Resolved,Neutral,Marketing / SEO,Campaign Not Running,Email Campaign,My business hours on Google are still showing the old times.,2025-10-02
TKT-10991716,USR-00131,Basic,True,Chat,Resolved,Frustrated,Online Ordering,Menu Not Updating,Item Availability,Ordering just stopped working on my site with no warning.,2026-03-03
TKT-D5777B01,USR-00189,Standard,False,Chat,Resolved,Neutral,Onboarding,Go-Live Issue,Site Not Published,How do I import my existing menu? I can't figure out the format.,2026-01-30
TKT-A1B75994,USR-00146,Standard,False,Phone,Resolved,Angry,Billing,Failed Payment,Insufficient Funds,My payment failed again even though I updated my card.,2026-02-10
TKT-7C1B542D,USR-00147,Basic,True,Phone,Resolved,Positive,Onboarding,Integration Help,Clover Integration,I need help getting my custom domain pointed to my Owner site.,2025-12-17
TKT-3AE2511F,USR-00076,Standard,True,Email,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My business hours on Google are still showing the old times.,2025-11-10
TKT-4D4588EE,USR-00072,Premium,True,Email,Escalated,Neutral,Marketing / SEO,Campaign Not Running,Email Campaign,My ranking on Google dropped significantly this month. What happened?,2025-10-11
TKT-FCEB652F,USR-00197,Standard,False,Phone,Resolved,Neutral,Online Ordering,Menu Not Updating,Item Availability,I updated my menu yesterday but the changes aren't showing up on my site.,2025-10-05
TKT-EB01A11A,USR-00148,Premium,False,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Integration Error,Ordering just stopped working on my site with no warning.,2025-12-19
TKT-971F5629,USR-00032,Basic,True,Phone,Escalated,Frustrated,Billing,Duplicate Charge,Subscription Upgrade Flow,Can you send me an invoice for my records? I can't find it in the portal.,2025-11-17
TKT-D25B5E69,USR-00098,Standard,False,Email,In Progress,Positive,Onboarding,Go-Live Issue,Listing Not Live,Can someone walk me through how to set up my first email campaign?,2025-10-21
TKT-9F05C868,USR-00059,Basic,True,Email,Escalated,Frustrated,Product / Feature,Feature Request,API Access,My Square integration stopped syncing orders since the update.,2026-03-05
TKT-13C2DB63,USR-00170,Premium,False,Email,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,SMS Campaign,My business hours on Google are still showing the old times.,2025-11-12
TKT-8DF70637,USR-00122,Standard,True,Chat,In Progress,Frustrated,Online Ordering,Ordering Disabled,Account Suspension,A customer said they placed an order but I never received it in my POS.,2025-12-31
TKT-7930DDC1,USR-00038,Premium,False,Email,Resolved,Neutral,Onboarding,Training Request,Dashboard Walkthrough,I'm trying to connect my POS but I keep getting an error during setup.,2025-09-10
TKT-9E5FA078,USR-00040,Basic,True,Phone,In Progress,Angry,Onboarding,Integration Help,Square Integration,My site still isn't published after completing setup. What's missing?,2025-11-21
TKT-AD9400BD,USR-00074,Standard,False,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Domain Issue,The email campaign I scheduled yesterday never went out.,2025-12-29
TKT-342ADA90,USR-00094,Basic,False,Chat,Open,Frustrated,Billing,Invoice Question,Tax Documentation,I signed up for the annual plan but I'm still being billed monthly.,2026-02-08
TKT-A9C36D10,USR-00124,Basic,False,Email,Escalated,Neutral,Account Access,Permissions Error,Staff Access,I'm getting an error when trying to add a new team member.,2026-01-19
TKT-F1867BAD,USR-00072,Premium,True,Phone,Resolved,Neutral,Marketing / SEO,Google Listing Issue,Hours Not Updating,The email campaign I scheduled yesterday never went out.,2025-10-12
TKT-314D43CF,USR-00017,Standard,False,Phone,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,Email Campaign,My ranking on Google dropped significantly this month. What happened?,2025-12-23
TKT-42E40150,USR-00116,Basic,True,Phone,In Progress,Neutral,Online Ordering,Ordering Disabled,Setup Incomplete,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-12
TKT-9FE4BB99,USR-00129,Standard,True,Chat,Open,Neutral,Marketing / SEO,Website Not Updating,Image Upload,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-14
TKT-3BFB45BD,USR-00186,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Menu Not Updating,Category Order,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-10
TKT-006513C0,USR-00087,Basic,False,Email,In Progress,Angry,Product / Feature,Integration Issue,Third-Party App,I've been asking for multi-location support for months. Any update?,2026-02-17
TKT-2E68C0AE,USR-00168,Standard,False,Phone,In Progress,Frustrated,Marketing / SEO,Website Not Updating,Content Change,My business hours on Google are still showing the old times.,2026-01-25
TKT-C35C0E75,USR-00013,Standard,False,Phone,Escalated,Angry,Account Access,Login Issue,SSO Failure,I can't log in. It says my password is wrong but I just reset it.,2025-10-21
TKT-46D7BBE8,USR-00142,Standard,False,Phone,Resolved,Frustrated,Product / Feature,Feature Request,Multi-Location,"Everything is really slow today, pages take forever to load.",2025-10-18
TKT-92976D61,USR-00033,Basic,True,Chat,Resolved,Neutral,Onboarding,Go-Live Issue,Ordering Not Active,I'm trying to connect my POS but I keep getting an error during setup.,2025-11-02
TKT-E89E3630,USR-00116,Basic,True,Phone,Open,Angry,Marketing / SEO,Google Listing Issue,Hours Not Updating,My ranking on Google dropped significantly this month. What happened?,2026-01-20
TKT-E5DFC747,USR-00188,Premium,False,Email,Resolved,Angry,Online Ordering,Page Not Loading,Mobile Browser,A customer said they placed an order but I never received it in my POS.,2025-09-14
TKT-C3BA2C72,USR-00180,Basic,True,Chat,In Progress,Neutral,Product / Feature,Feature Not Working,Dashboard,I've been asking for multi-location support for months. Any update?,2026-03-01
TKT-1C30F0DF,USR-00163,Premium,False,Phone,Resolved,Frustrated,Onboarding,Go-Live Issue,Ordering Not Active,I need help getting my custom domain pointed to my Owner site.,2026-03-04
TKT-19AC0D8E,USR-00071,Standard,False,Chat,Resolved,Angry,Online Ordering,Page Not Loading,Menu Display,A customer said they placed an order but I never received it in my POS.,2025-12-06
TKT-889F0407,USR-00096,Standard,False,Email,In Progress,Frustrated,Product / Feature,Integration Issue,Payment Gateway,The reporting dashboard isn't loading for me at all.,2025-09-10
TKT-068C33B4,USR-00090,Basic,False,Email,Resolved,Neutral,Product / Feature,Feature Not Working,Notifications,My Square integration stopped syncing orders since the update.,2025-10-17
